,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
1/4/2023,1290,875,19894,1290,875,19894,1290,875,19894,1290,875,19894,2490,3590,6548,1730,-415,-644,195,-1275,2266,25,161,-3660,-5,1150,3666,25,-659,-4055,1290,875,20300,1290,875,20300,1290,875,20300,1290,875,20300,2490,3590,6450,1730,185,-7875,195,455,-2735,400,-10950,-38250,-25,595,-2785,400,-11770,-38645,7460,18985,7460,18985,7460,18985,7460,18985,3820,6049,-1898,-1189,3924,-2029,-1237,-7065,3110,3610,-4262,4157
1/5/2023,3095,5116,8679,3095,5116,8679,3095,5116,8679,3095,5116,8679,2360,7130,4916,3525,7248,714,3515,10215,6122,5847,4934,5986,1185,3465,7664,5847,4934,5986,3095,6460,12265,3095,6460,12265,3095,6460,12265,3095,6460,12265,2360,7130,680,3525,7485,2305,3515,10680,10350,7055,10585,33850,2660,7765,8560,7055,10585,33850,11243,6606,11243,6606,11243,6606,11243,6606,8180,5116,11050,3815,9445,8422,10457,5132,1610,6700,10457,5132
1/6/2023,-35,3180,1368,-35,3180,1368,-35,3180,1368,-35,3180,1368,-2945,-6665,-7986,30,455,-220,255,-845,-1494,5660,10565,3590,280,3950,-5237,5600,10565,3590,-35,3180,3430,-35,3180,3430,-35,3180,3430,-35,3180,3430,-2340,-5805,-11100,30,455,70,255,-845,-715,5660,12875,28880,-355,-1300,-3400,5600,12875,28880,5255,2706,5255,2706,5255,2706,5255,2706,-6940,-8675,4155,5120,4355,6430,11026,-5744,1665,-7875,10666,-5744
1/9/2023,1460,2490,2759,1460,2490,2759,1460,2490,2759,1460,2490,2759,1560,-785,-8440,-490,-3065,-8742,-1765,-5436,-8475,-3665,-5099,-4123,-1050,-1300,3762,-5665,-5099,-4123,1460,2490,130,1460,2490,130,1460,2490,130,1460,2490,130,1560,-785,-10585,-490,-3065,-17170,-1765,-8015,-24465,-2000,-9415,-31315,-2650,-5910,-20625,-2180,-10915,-31925,-45,1235,-45,1235,-45,1235,-45,1235,-4095,-7816,-3515,-3783,-6460,-6682,-6975,652,-2125,-3640,-6975,652
1/10/2023,-1645,-2235,-2855,-1645,-2235,-2855,-1645,-2235,-2855,-1645,-2235,-2855,-240,-1690,-2662,1005,6015,6055,280,3010,4534,3425,13267,10186,1435,3030,262,3425,13267,10186,-1645,-1395,-1165,-1645,-1395,-1165,-1645,-1395,-1165,-1645,-1395,-1165,-240,-1690,-9805,1005,6015,7885,280,3010,7195,3425,15615,45585,860,4060,5400,3425,15615,45585,482,349,482,349,482,349,482,349,-1085,-2278,1120,11198,5801,10025,13142,15336,-250,-8515,13142,15336
1/11/2023,-1310,1139,-1019,-1310,1139,-1019,-1310,1139,-1019,-1310,1139,-1019,-5925,-4626,-7197,-3015,-2739,-3647,-3590,-4415,-6831,3410,14395,20084,-650,-1995,103,3410,14395,20084,-1310,1625,3765,-1310,1625,3765,-1310,1625,3765,-1310,1625,3765,-6455,-12775,-25550,-3015,-2380,-5165,-3590,-4040,-9995,3410,17785,51355,-1850,-2950,-11365,3410,17785,51355,2699,6558,2699,6558,2699,6558,2699,6558,-6535,-8180,206,3997,2565,349,12457,21522,-1955,543,12457,21522
1/12/2023,1005,398,-2684,1005,398,-2684,1005,398,-2684,1005,398,-2684,1205,4065,11268,380,-1394,-1211,-515,-965,6106,555,-5056,-5430,480,870,-2033,415,-5076,-5430,1005,950,-2225,1005,950,-2225,1005,950,-2225,1005,950,-2225,1205,4065,11715,380,-1005,-1305,-515,-2425,-2730,555,-12725,-29350,-75,-1600,-1430,415,-12745,-26990,-903,-3985,-903,-3985,-903,-3985,-903,-3985,7160,15950,-1178,2515,-2696,104,-2066,-5725,4310,-3274,-2066,-5725
1/13/2023,250,2745,-2409,250,2745,-2409,250,2745,-2409,250,2745,-2409,-2295,-6255,-7976,-620,-1820,-4649,-2220,-6960,-8997,2530,9190,17706,-710,-6370,-2476,2530,9190,17706,250,2745,3140,250,2745,3140,250,2745,3140,250,2745,3140,-2295,-11680,-22210,-620,-1820,-1835,-2220,-6715,-11940,2530,16330,40995,-2220,-6715,-12700,2530,16330,40995,3360,4787,3360,4787,3360,4787,3360,4787,-6425,-8973,1900,2350,2202,1214,9749,20828,-440,-3548,9749,20828
1/16/2023,1390,2895,4314,1390,2895,4314,1390,2895,4314,1390,2895,4314,-1565,-5230,-4995,-1945,-3175,-6590,-2625,-2235,-7005,-2645,-4655,-2670,-2070,-1205,3025,-2645,-4655,-2670,1390,2895,4535,1390,2895,4535,1390,2895,4535,1390,2895,4535,-1565,-5230,-5335,-1945,-3175,-8085,-2625,-2235,-9015,-1755,-2645,-15370,-2625,-1050,-9015,-1755,-2645,-15370,2100,1770,2100,1770,2100,1770,2100,1770,-3590,-5085,-4290,-7945,-6075,-8900,-3805,-5930,1670,4895,-3805,-5930
1/17/2023,-285,-1545,-5291,-285,-1545,-5291,-285,-1545,-5291,-285,-1545,-5291,6595,11955,11653,3460,8276,7066,3485,10912,13155,1250,3841,-1030,4975,4890,2626,1250,3841,1684,-285,-1545,-9565,-285,-1545,-9565,-285,-1545,-9565,-285,-1545,-9565,6595,11955,12980,3460,8760,9905,3485,11395,15425,1250,-2245,900,6655,14005,13920,1250,-2245,3630,-992,-7041,-992,-7041,-992,-7041,-992,-7041,5510,7446,1253,4009,-4821,316,-3873,1878,9430,7951,-3922,-193
1/18/2023,3350,4610,5990,3350,4610,5990,3350,4610,5990,3350,4610,5990,740,-5550,-8886,1430,-1941,-2855,920,-1971,-6505,6038,3452,-8984,-1520,-6695,3268,5653,4867,-8984,3350,4610,6620,3350,4610,6620,3350,4610,6620,3350,4610,6620,740,-5550,-16495,1430,-30,-780,920,405,-4295,9110,22350,37275,1235,-690,-7940,8410,21550,36605,2795,5905,2795,5905,2795,5905,2795,5905,-4944,-4796,600,2923,89,-5848,6020,-8534,-6005,1170,6020,-8534
1/19/2023,495,4775,4504,495,4775,4504,495,4775,4504,495,4775,4504,4675,8240,15439,3575,3335,4422,5410,8349,3840,2040,599,-6104,3370,3190,4428,1930,554,-6104,495,4775,3880,495,4775,3880,495,4775,3880,495,4775,3880,4675,8240,23030,3575,3335,-1040,5410,4655,11265,2105,-3200,-41270,4395,5665,9915,1995,-3315,-41270,3735,6678,3735,6678,3735,6678,3735,6678,10328,16342,5331,-1320,1016,-924,-4472,-6296,430,14817,-4472,-6296
1/20/2023,-1260,2440,3783,-1260,2440,3783,-1260,2440,3783,-1260,2440,3783,-5740,-6597,-7692,-3930,-2090,-6316,-4965,-2965,-8451,3615,14717,25069,-4795,-6025,-7075,3615,14717,25069,-1260,2440,5285,-1260,2440,5285,-1260,2440,5285,-1260,2440,5285,-6770,-11745,-24200,-3930,-2090,-6715,-4965,-2965,-8970,3615,20665,49310,-5240,-3590,-10825,3615,20665,49310,3655,6908,3655,6908,3655,6908,3655,6908,-6937,-8935,1095,-65,2545,-440,20050,30517,-5745,-6100,19485,30517
1/23/2023,3095,4855,2117,3095,4855,2117,3095,4855,2117,3095,4855,2117,1850,4857,9131,3435,5635,8996,3160,6185,14266,6800,2029,-7642,1230,4277,3157,6800,2029,-7642,3095,4855,2525,3095,4855,2525,3095,4855,2525,3095,4855,2525,1850,7135,26275,3435,5635,11490,3160,5965,15070,6800,4300,-14105,3400,5705,12125,6800,4300,-14105,4255,2838,4255,2838,4255,2838,4255,2838,10905,12373,6035,14774,8362,19069,3468,-2693,8185,9516,3468,-2693
1/24/2023,2225,3720,-3415,2225,3720,-3415,2225,3720,-3415,2225,3720,-3415,3495,12620,17174,2225,8453,28496,4160,13955,32638,4000,6765,-4040,3025,6980,17001,3690,6300,-4350,2225,3720,-3495,2225,3720,-3495,2225,3720,-3495,2225,3720,-3495,3495,15805,37715,2225,9135,27940,4160,14380,31940,4000,2970,-215,3390,13765,32575,3690,2505,-1285,1065,-1449,1065,-1449,1065,-1449,1065,-1449,19750,30253,12649,20689,16971,21924,1104,-5678,4835,8285,1104,-3724
1/25/2023,500,1285,4115,500,1285,4115,500,1285,4115,500,1285,4115,265,-4463,-7146,-1400,-758,-4755,-1215,-3111,-8350,-5480,-6935,-8954,-1435,-3099,1534,-5480,-6935,-8954,500,1285,4115,500,1285,4115,500,1285,4115,500,1285,4115,265,-500,-10555,-1400,-1135,-10805,-1215,740,-10815,-3475,-1280,-3055,-1085,3230,-11610,-3475,-1280,-3055,3265,4832,3265,4832,3265,4832,3265,4832,1104,-6476,-465,-4798,4265,-8545,-6905,-5623,-4690,294,-6905,-5623
1/26/2023,-145,4065,2988,-145,4065,2988,-145,4065,2988,-145,4065,2988,-2790,-5520,-7757,-1715,-1635,-4368,-2440,595,-4056,-3075,2227,10432,-595,-505,815,-3075,2227,10507,-145,4065,4230,-145,4065,4230,-145,4065,4230,-145,4065,4230,-2790,-5520,-12810,-1715,-1635,-5475,-2440,595,-3255,-3075,4615,10195,-2125,1600,-415,-3075,4615,12450,4527,6077,4527,6077,4527,6077,4527,6077,-1890,-8063,2355,2800,5440,3596,3975,21902,160,-8705,3975,21902
1/27/2023,3285,6250,10914,3285,6250,10914,3285,6250,10914,3285,6250,10914,2455,-4231,-4464,7510,7015,14325,7110,13080,15055,9885,13040,4553,40,2535,-3593,9885,13040,4553,3285,6250,12360,3285,6250,12360,3285,6250,12360,3285,6250,12360,2455,2465,3700,7510,7015,14760,7110,13080,17175,9885,23890,57205,7510,10585,22545,9885,23890,57205,4470,9889,4470,9889,4470,9889,4470,9889,-2266,-8266,6550,13930,10910,16145,17957,-3689,2450,-3966,19192,-3689
1/30/2023,855,-344,-2499,855,-344,-2499,855,-344,-2499,855,-344,-2499,-900,-4412,-7895,-680,-585,-2117,265,-2080,-3661,11636,13942,17532,2145,1240,-7007,11636,12622,17532,855,565,3200,855,565,3200,855,565,3200,855,565,3200,-900,-8225,-16650,-680,-585,-1460,265,-1740,-1690,12520,29205,62960,2285,-930,-370,12520,26920,62960,450,-1309,450,-1309,450,-1309,450,-1309,-5577,-7734,-560,2420,1860,5291,19295,23087,4135,-7007,19295,23087
1/31/2023,-1535,-1445,-4736,-1535,-1445,-4736,-1535,-1445,-4736,-1535,-1445,-4736,-2145,169,-3883,330,-3515,-1600,-135,-2715,-6849,4295,12830,15636,-825,-1075,-3607,4295,12830,15636,-1535,-1445,-850,-1535,-1445,-850,-1535,-1445,-850,-1535,-1445,-850,-2405,-9975,-22815,330,-3515,255,-135,-2715,-6300,4295,20880,64365,-485,-1815,-8780,4295,20880,64365,556,2588,556,2588,556,2588,556,2588,-5870,-1728,2979,9030,4390,4551,18257,17535,-3000,-7281,17582,17535
2/1/2023,2235,7880,6580,2235,7880,6580,2235,7880,6580,2235,7880,6580,4265,6190,11057,3935,9880,9405,5565,7370,8768,3960,15219,4095,2110,3696,207,3960,14319,3680,2235,7880,8580,2235,7880,8580,2235,7880,8580,2235,7880,8580,4265,6190,11200,3935,9880,14900,5565,7370,11540,3960,14405,15690,4625,5780,10600,3960,13505,15275,8065,11465,8065,11465,8065,11465,8065,11465,7245,13110,12335,23225,12490,23450,13850,33716,4651,3355,12950,32956
2/2/2023,3560,4460,17652,3560,4460,17652,3560,4460,17652,3560,4460,17652,3865,8940,6015,5730,9282,12443,6855,14153,26955,11010,4290,-3187,2410,5610,-1996,11010,5260,-3187,3560,4460,15710,3560,4460,15710,3560,4460,15710,3560,4460,15710,3865,13125,28035,5730,10070,22280,6855,17640,44790,11210,16580,53650,5125,17640,44790,11210,17550,53650,4759,16659,4759,16659,4759,16659,4759,16659,9800,7355,7654,15361,19599,35394,9685,4363,4240,3494,9685,4363
2/3/2023,1145,420,-2295,1145,420,-2295,1145,420,-2295,1145,420,-2295,75,-3739,-7899,-1230,-4300,-2679,-2460,-2755,871,5610,-3576,-6432,-5,876,469,5155,-1142,-3757,1145,420,-4355,1145,420,-4355,1145,420,-4355,1145,420,-4355,75,-3290,-8370,-1230,-3970,-3530,-2460,-3210,-4365,5610,-2745,-6340,-805,-1335,-2550,5155,-1835,-7140,1170,-4174,1170,-4174,1170,-4174,1170,-4174,-3180,-6984,-3478,-8995,-4017,9336,-3741,2811,9625,1770,-4141,2811
2/6/2023,3245,2635,-3546,3245,2635,-3546,3245,2635,-3546,3245,2635,-3546,1600,4820,14530,1930,2470,818,1885,2840,4723,5945,10588,-7904,145,175,7876,5945,8518,-7904,3245,2635,-8140,3245,2635,-8140,3245,2635,-8140,3245,2635,-8140,1600,4820,15435,1930,2470,685,1885,2840,650,5945,10085,-17440,1720,3620,1430,5945,9365,-17440,2428,412,2428,412,2428,412,2428,412,4455,20772,-2355,10722,-202,8536,4189,-2459,825,17003,4189,-2459
2/7/2023,2635,6825,13481,2635,6825,13481,2635,6825,13481,2635,6825,13481,2270,4715,11526,2310,3050,4439,2200,4690,-1446,3645,6175,21843,-110,-3525,1101,3645,5775,21578,2635,6825,13835,2635,6825,13835,2635,6825,13835,2635,6825,13835,2270,4715,11325,2310,3050,5100,2200,4690,6305,4845,12660,23900,1500,3675,6165,4845,12260,23560,8210,17560,8210,17560,8210,17560,8210,17560,7170,10831,5045,8740,9300,10576,8169,19132,2260,4361,7519,18708
2/8/2023,2350,885,-2852,2350,885,-2852,2350,885,-2852,2350,885,-2852,-2555,-4909,-8913,2490,6470,11754,2825,4362,-87,15701,22237,21740,1560,-1169,-6845,15631,21837,20495,2350,885,-1525,2350,885,-1525,2350,885,-1525,2350,885,-1525,-2555,-5855,-11610,2490,7440,13420,2825,5955,6135,16720,29905,79540,3500,4585,4335,16650,28735,77765,685,-7680,685,-7680,685,-7680,685,-7680,-6425,-8975,12530,11680,1244,-880,15175,11402,-1359,-6845,15140,11402
2/9/2023,1860,3260,6895,1860,3260,6895,1860,3260,6895,1860,3260,6895,-4545,-6770,-8285,1135,715,3129,40,1990,-2836,16330,31991,64468,-2175,-3272,-7105,16070,30221,62288,1860,3260,7905,1860,3260,7905,1860,3260,7905,1860,3260,7905,-4545,-11230,-23380,1135,715,3410,40,1990,655,16330,31610,69415,975,675,-4790,16070,30465,65790,4615,8754,4615,8754,4615,8754,4615,8754,-6615,-8895,1400,5095,1170,4362,33065,81697,-1475,-2638,32910,81697
2/10/2023,440,2830,2911,440,2830,2911,440,2830,2911,440,2830,2911,2390,4625,13119,1050,5,6547,1165,1270,6503,-3290,-3136,-7313,1045,6305,8008,-3290,-5517,-437,440,2830,970,440,2830,970,440,2830,970,440,2830,970,2390,4625,17425,1050,5,6185,1165,1270,3965,-6310,-22755,-46345,815,-80,1085,-6325,-23760,-33930,1765,2136,1765,2136,1765,2136,1765,2136,3562,4166,1285,2199,-450,-3562,-5155,-5386,1640,8029,-5155,-5386
2/13/2023,2090,4205,2325,2090,4205,2325,2090,4205,2325,2090,4205,2325,2696,3448,-1755,3755,15685,15468,8030,11225,8704,4285,883,4264,2152,4598,6935,4285,883,4264,2090,4205,4165,2090,4205,4165,2090,4205,4165,2090,4205,4165,3575,12760,10865,3755,15685,15255,8030,11225,10705,4285,1285,-1270,7395,11225,10705,4285,1285,-1270,2275,-298,2275,-298,2275,-298,2275,-298,2083,1600,13885,5920,12866,6085,-1077,4714,6163,9206,-1077,4714
2/14/2023,1760,3640,3530,1760,3640,3530,1760,3640,3530,1760,3640,3530,2335,-2285,196,2040,1660,5456,160,-1545,5446,-1725,3700,2229,-920,-4115,-2409,-1735,4660,-3447,1760,3640,1375,1760,3640,1375,1760,3640,1375,1760,3640,1375,2335,-2210,1000,2040,1660,5890,160,-1545,5880,-1725,6100,9630,-920,-2850,2030,-1735,5920,11130,7210,-1340,7210,-1340,7210,-1340,7210,-1340,4755,1804,9995,9105,9655,10300,28363,2054,3445,6391,28133,2054
2/15/2023,-1245,2825,3809,-1245,2825,3809,-1245,2825,3809,-1245,2825,3809,-2460,-728,-3293,-3405,-2237,-2657,-3090,-1355,-2988,-530,421,5556,-3365,-4141,-2561,-530,421,5556,-1245,2825,6895,-1245,2825,6895,-1245,2825,6895,-1245,2825,6895,-2460,-4235,-10595,-3405,-4040,-5740,-3090,-840,-3965,-530,11005,29135,-3365,-1680,-980,-530,11005,29135,3975,5383,3975,5383,3975,5383,3975,5383,-366,-3714,400,546,4073,1199,-1860,-2629,1375,6523,-1860,-2629
2/16/2023,5080,4130,5554,5080,4130,5554,5080,4130,5554,5080,4130,5554,2395,2232,-554,1825,-630,-895,3170,2099,-1836,6300,3050,9240,4300,3756,4756,6150,2250,8035,5080,4130,-4195,5080,4130,-4195,5080,4130,-4195,5080,4130,-4195,2395,2615,2280,1825,-630,-4940,3170,1965,-1180,6300,-80,-30725,2995,565,-2705,6150,-880,-31930,3990,55,3990,55,3990,55,3990,55,4050,2702,1645,4550,3855,6295,7212,17501,7050,11366,7212,16271
2/17/2023,-460,1840,-3534,-460,1840,-3534,-460,1840,-3534,-460,1840,-3534,2250,435,-5272,-645,1390,-3522,-1145,-5055,-6731,-4915,-397,-2572,755,-530,4331,-4920,-3230,-2572,-460,1840,-2930,-460,1840,-2930,-460,1840,-2930,-460,1840,-2930,2250,435,-5275,-645,1390,-8370,-1145,-7615,-14975,-4915,-9090,-33335,-1560,-10135,-13025,-4920,-6875,-33335,990,81,990,81,990,81,990,81,760,-4130,-1730,-787,-1595,334,-3848,-1592,-560,3309,-2769,-1592
2/20/2023,1970,2600,7460,1970,2600,7460,1970,2600,7460,1970,2600,7460,265,-1080,-115,2240,4095,6310,2280,4145,7620,5000,3800,4805,1695,-2835,-3390,5000,3800,4805,1970,2600,7940,1970,2600,7940,1970,2600,7940,1970,2600,7940,265,-1080,-275,2240,4095,6970,2280,4145,8280,10390,19405,34750,2670,4145,8280,10390,19405,34750,-1620,650,-1620,650,-1620,650,-1620,650,-865,-3175,-1130,-665,-2105,-885,280,-1640,-2890,-5205,280,-1640
2/21/2023,3620,5789,8642,3620,5789,8642,3620,5789,8642,3620,5789,8642,-2770,-6975,-8685,-410,-1525,-4051,425,-2015,-8843,13008,15439,22793,-590,-1810,-6910,12344,15439,22793,3620,6585,13470,3620,6585,13470,3620,6585,13470,3620,6585,13470,-2770,-14005,-27725,-410,-1525,-3375,425,-1780,-10950,14390,28860,71135,965,-1275,-10950,14175,28860,71135,5543,9133,5543,9133,5543,9133,5543,9133,-6995,-8970,-1785,-622,-2565,-1203,23855,25344,1295,-8985,23855,25344
2/22/2023,1760,3225,4987,1760,3225,4987,1760,3225,4987,1760,3225,4987,3640,6885,22617,2790,9940,16672,3095,3289,19205,720,9993,-8000,2940,1625,5841,720,7812,-3379,1760,3225,-1465,1760,3225,-1465,1760,3225,-1465,1760,3225,-1465,3640,6885,25940,2790,9940,17130,3095,3450,19890,1045,17570,-7865,2940,3935,19215,840,18815,-5540,-386,1856,-386,1856,-386,1856,-386,1856,11020,17689,7485,6850,7665,11526,2314,-6697,6540,5924,2314,-6697
2/23/2023,920,655,2262,920,655,2262,920,655,2262,920,655,2262,-65,3842,14839,-965,1629,8132,-935,976,5674,-5145,-3243,-8466,-480,3532,12651,-5145,-3794,-8466,920,655,1565,920,655,1565,920,655,1565,920,655,1565,-65,5710,16055,-965,1985,4570,-935,1205,3910,-7940,-11480,-46920,-1245,230,2310,-7940,-10495,-45620,3905,5005,3905,5005,3905,5005,3905,5005,7017,14615,-786,10274,4294,4531,-6727,-7321,4914,11420,-6727,-7321
2/24/2023,3140,240,-3297,3140,240,-3297,3140,240,-3297,3140,240,-3297,6065,14950,7101,5745,4226,-152,7265,3091,-4261,-1170,6294,-6757,5050,5830,4566,-1170,6294,-6757,3140,-1125,-17400,3140,-1125,-17400,3140,-1125,-17400,3140,-1125,-17400,6065,16275,12290,5745,4420,-3250,7265,3295,-3030,-1000,-9545,-52705,7075,3035,-1170,-1000,-9545,-52705,-1405,-2721,-1405,-2721,-1405,-2721,-1405,-2721,6212,1990,1638,-4121,390,-3587,-4693,-5557,2910,6008,-4693,-5557
2/27/2023,1745,-566,804,1745,-566,804,1745,-566,804,1745,-566,804,3855,-640,2999,3020,3200,1176,1535,-497,-150,5375,-4316,-7351,740,-1590,-2928,5290,-4316,-7351,1745,995,2825,1745,995,2825,1745,995,2825,1745,995,2825,3855,-640,1305,3020,3200,-950,1535,-1430,-980,7325,16850,1665,940,-2130,295,7230,16370,1665,-2286,309,-2286,309,-2286,309,-2286,309,1312,6715,3895,2065,-5720,3305,-608,-8940,-2870,-3613,-608,-8940
2/28/2023,7835,5862,2194,7835,5862,2194,7835,5862,2194,7835,5862,2194,8880,15406,18415,7280,7664,10928,6770,16095,14403,6410,4213,-4878,4750,10303,14843,6410,4213,-4878,7835,6225,1845,7835,6225,1845,7835,6225,1845,7835,6225,1845,9570,23835,34255,7280,8350,11145,6770,17015,17585,6410,-9470,-45875,6305,15655,18925,6410,-9470,-45875,-140,7111,-140,7111,-140,7111,-140,7111,7752,8421,3023,-3639,3528,717,-1743,-6779,5586,16724,-1743,-6779
3/1/2023,1565,-3239,-6138,1565,-3239,-6138,1565,-3239,-6138,1565,-3239,-6138,2030,2564,-1595,4125,10385,17948,2430,6130,9580,3105,2560,6009,-25,2920,-3480,3015,2560,6009,1565,-1135,-2440,1565,-1135,-2440,1565,-1135,-2440,1565,-1135,-2440,2030,3435,3235,4125,10385,18925,2430,6130,10355,4590,17810,42090,1615,5405,9230,4500,17685,48085,-4880,-5054,-4880,-5054,-4880,-5054,-4880,-5054,3267,-4445,5665,16418,-415,5622,811,557,1785,-3697,811,557
3/2/2023,-375,2710,6805,-375,2710,6805,-375,2710,6805,-375,2710,6805,-5570,-6797,-8802,-4390,-3980,-2329,-5770,-4802,-7001,275,7599,29937,-5870,-3743,-7030,275,7284,31366,-375,2710,8700,-375,2710,8700,-375,2710,8700,-375,2710,8700,-7155,-13520,-24450,-4390,-3980,-2725,-6205,-6390,-12715,275,12820,59760,-6555,-6830,-13590,275,11655,57270,4980,9524,4980,9524,4980,9524,4980,9524,-6975,-8140,405,3400,1890,1894,8742,30599,-6440,-8665,8358,34624
3/3/2023,1035,4945,8990,1035,4945,8990,1035,4945,8990,1035,4945,8990,-1715,-5537,-7327,1210,1364,-2626,665,-741,-4452,5040,16422,12439,1080,-1891,534,5040,16422,12439,1035,4945,10515,1035,4945,10515,1035,4945,10515,1035,4945,10515,-1715,-7445,-13580,1210,2320,795,665,835,1375,5440,23510,56630,420,3200,1340,5440,23510,56630,6550,11168,6550,11168,6550,11168,6550,11168,-6975,-8280,3345,3836,-1893,6513,19282,21534,-3670,2483,19282,21534
3/6/2023,595,625,-2877,595,625,-2877,595,625,-2877,595,625,-2877,610,-5445,-8980,-1440,-6100,-8795,-3720,-6420,-8585,-4555,-4530,-6721,-525,-3630,2198,-4555,-4530,-6721,595,625,-3030,595,625,-3030,595,625,-3030,595,625,-3030,610,-5445,-18085,-1440,-7655,-24650,-3720,-10215,-28295,-4950,-2225,-19670,-2005,-10775,-26065,-5050,-2425,-20530,90,-1651,90,-1651,90,-1651,90,-1651,-6985,-7450,-6909,-8254,-7000,-8997,-6995,-4118,-2170,3784,-6995,-4118
3/7/2023,75,-1605,-5173,75,-1605,-5173,75,-1605,-5173,75,-1605,-5173,1390,2399,-2512,3645,4175,-1273,3635,6118,3025,8120,9526,10038,4170,1090,-8565,7685,18104,10018,75,-1605,-2350,75,-1605,-2350,75,-1605,-2350,75,-1605,-2350,1390,3120,-130,3645,5365,5050,3635,7130,8820,11005,23540,45470,4170,4965,12790,10570,20720,41710,-1045,-1808,-1045,-1808,-1045,-1808,-1045,-1808,5000,1761,5761,6340,9994,17208,10726,22825,5200,-8315,10726,22825
3/8/2023,285,-2419,-3354,285,-2419,-3354,285,-2419,-3354,285,-2419,-3354,2800,10700,8980,2565,4935,8072,3060,4475,5650,-449,850,-2667,1660,2530,5086,-449,850,-2667,285,-3110,-16960,285,-3110,-16960,285,-3110,-16960,285,-3110,-16960,2800,10700,17520,2565,4935,15600,3060,4475,6900,-1040,-8510,-12360,-555,4845,5900,-1040,-8510,-12360,-3680,-90,-3680,-90,-3680,-90,-3680,-90,11120,12731,8405,11378,5825,9295,-2485,-4106,795,9659,-2485,-4106
3/9/2023,1980,3860,7357,1980,3860,7357,1980,3860,7357,1980,3860,7357,-845,-6270,-7842,-2450,-6994,-8170,-3015,-6969,-8022,2184,-6545,-8490,-2230,-5965,980,400,-6545,-8490,1980,3860,5680,1980,3860,5680,1980,3860,5680,1980,3860,5680,-845,-7365,-22785,-2450,-7455,-21340,-3015,-9515,-25675,3880,-3715,-11000,-2930,-11280,-27880,3460,-4635,-17375,4040,7152,4040,7152,4040,7152,4040,7152,-6415,-8070,-6990,-8910,-6925,-8260,-6995,-8990,-6145,-7965,-6995,-8990
3/10/2023,1915,-95,-2234,1915,-95,-2234,1915,-95,-2234,1915,-95,-2234,1725,3130,7327,3755,7805,20007,5235,9608,15090,10430,20159,11594,4645,2005,510,10345,20154,7169,1915,-95,-1535,1915,-95,-1535,1915,-95,-1535,1915,-95,-1535,1725,3130,8500,3755,7805,22760,5235,10290,18475,10430,25995,28260,4925,7640,14860,10345,25395,25710,4680,418,4680,418,4680,418,4680,418,5690,12280,9132,21432,10742,18099,11965,12627,4215,13750,11855,12627
3/13/2023,2935,3080,6781,2935,3080,6781,2935,3080,6781,2935,3080,6781,2450,2111,11199,2830,2570,3941,3090,-705,5794,3865,-6994,-4883,2465,6375,8831,3760,-6994,-4913,2935,3080,-430,2935,3080,-430,2935,3080,-430,2935,3080,-430,2450,3380,12050,2830,2570,5765,3090,-705,10,3865,-12675,-49465,2430,-710,-3085,3760,-12675,-49495,4700,6464,4700,6464,4700,6464,4700,6464,7258,10836,3215,3124,-705,1995,-4504,-6337,2983,10870,-4504,-6337
3/14/2023,3440,6540,19800,3440,6540,19800,3440,6540,19800,3440,6540,19800,6790,14145,15371,4015,8645,26150,7855,17264,32713,375,5102,2177,5290,4935,10918,375,5102,1531,3440,6540,18865,3440,6540,18865,3440,6540,18865,3440,6540,18865,6790,16295,41780,4015,8720,32065,7855,15920,41465,1655,7600,9285,7215,16845,41465,1655,7030,10075,5915,14171,5915,14171,5915,14171,5915,14171,13625,20524,15230,17799,18775,33066,3937,-2166,5675,14430,3937,-566
3/15/2023,-210,-465,440,-210,-465,440,-210,-465,440,-210,-465,440,2970,4967,1016,3315,5010,2353,5710,2605,5650,2665,8160,9766,2555,3957,-3503,2665,8160,9766,-210,-465,-1565,-210,-465,-1565,-210,-465,-1565,-210,-465,-1565,2970,3275,3475,3315,5010,5805,5710,2605,8900,2665,8160,21770,3520,5060,11925,2665,8160,21655,-734,-2043,-734,-2043,-734,-2043,-734,-2043,5015,8608,7630,4984,10340,13330,20624,12633,1102,-4300,21364,12949
